,,,,,,,,,,,
,Dados matérias 2014,,,,,,,,,,
,,,,,,,,,,,
,ITEM,TÍTULO DO TEXTO ,DATA,SEÇÃO/EDITORIA,PERFIL DEMOGRÁFICO (VÍTIMA),LOCAL (CIDADE / ESTADO),ESPAÇO,TERMOS ENCONTRADOS,EIXOS TEMÁTICOS,TIPOS DE VIOLÊNCIA ,LINK
,1,"""Polícia investiga tiroteio em Réveillon de Copacabana"" ",02/01/2014,Brasil ,"Mulher agredida pelo companheiro (nome não revelado); Carolina Sales, de 19 anos; Maria Clara Freitas (7 anos); Luci da SIlva (15 anos). Não há informações sobre a raça e a classe social das vítimas ","Rio de Janeiro, RJ",Praia,Polícia; investiga; tiroteio; réveillon; feridos; PM; confusão; briga de casal; policiais; festa; prendeu; flagrante; acusado; agredir; companheira; baleado; custódia policial; hospital; agressor; roubou; arma; atirado;  soldado; transeuntes; polícia civil; lesões; internado; autuado; violência contra a mulher; Lei Maria da Penha; tentativa de homicídio; perícia; delegacia; vítimas; imagens; câmeras de segurança;  atingida; estilhaços; perna; internada; menina; fraturas; operada; comerciante; baleada; casal; filhos; sogra; disparo; sogra; desesperada; nervosa; nora; liberação,hibridismo entre o discurso jornalístico e o policial/jurídico; objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino),Violência doméstica e intrafamiliar; violência física (contra menor); violência urbana ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/brasil/2014/01/policia-investiga-tiroteio-em-reveillon-de-copacabana.html 
,2,"""Brasileira morre em atentado"" ",03/01/2014,Mundo ,"Malak Zahwe, 17 anos, brasileira vivendo no Líbano","Beirute, Líbano ",Rua ,Brasileira; morre; atentado; bomba; explodiu; capital; mortos; feridos; escalada; violência sectária; guerra; movimento xiita; terrorista; assassinato;  ex-primeiro-ministro; adversário; Hezbollah; explosivos; carro; detonados; rua; especialistas. revide; libaneses; partidários; opositores; Síria; tensão; sunitas; carros-bomba; guerra civil; ataques; política; restos mortais; terrorista; suicida; pânico; população; fogo; destroços,-,violência física (contra menor); violência letal (contra menor); violência urbana (contra menor); preconceito/violência por motivação religiosa  (contra menor),http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/mundo/2014/01/brasileira-morre-em-atentado.html
,3,"""Família temia pela segurança de Malak"" ",03/01/2014,Mundo ,"Malak Zahwe, 17 anos, brasileira vivendo no Líbano","Beirute, Líbano ",Rua ,família; temia; segurança; adolescente; angústia; brasileira; vítimas; atentado; beirute; desaparecido; jovem; parentes; apreensão; conflitos; Líbano; pai; garota; país de origem; notícias; desesperados; notícias; prima; pai; irmão; madrasta; comprar roupas; passeio; explosão; amigas; enterro; sepultamento; caixão; corpo; jovem; mãe; libanesa; desorientada; perda; filha; família; trabalhar; ministério das relações exteriores; violência; itamaraty; consulado; embaixada,hibridismo entre o discurso jornalístico e o policial/jurídico,violência física (contra menor); violência letal (contra menor); violência urbana (contra menor); preconceito/violência por motivação religiosa  (contra menor),http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/mundo/2014/01/familia-temia-pela-seguranca-de-malak.html
,4,"""Jovem suspeito de matar a ex""",03/01/2014,Brasil ,"Daini Ribeiro de Souza, 17 anos, assassinada pelo ex-namorado. Não há informações sobre a raça e a classe social da vítima ","Blumenau, SC",Carro,jovem; suspeito; matar; ex-namorada; morreu; colisão; acidente; encontrado; corpo; Polícia Militar; suspeito; assassinato; adolescente; bateu o carro; fugiu; agentes; abordá-lo; corpo de bombeiros; garota; perfurações; pescoço; peito; arma branca; faca; encontrada; caminhonete; suspeito; preso; ferragens; morreu,objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino),violência doméstica e intrafamiliar (contra menor); violência física (contra menor); violência letal (contra menor); violência simbólica (contra menor) ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/brasil/2014/01/jovem-suspeito-de-matar-a-ex.html
,5,"""Revolta contra estupro"" ",03/01/2014,Mundo ,Uma adolescente indiana de 16 anos e nome não revelado. Não há informações sobre a raça da vítima  ,"Madhyagram, Índia",Rua ,Revolta; contra; estupro; morte; adolescente; dois estupros; levou; centenas; manifestantes; ruas; cidade; ativistas; crimes de gênero; acusaram; governo; polícia; garota; não teve nome revelado; motivos legais; primeira queixa; criminosos; horríveis atos; associação das mulheres democráticas da índia; ataque; casa; família; meses; gangue; repetiu; estupro; integrantes; bando; casa; vítima; atearam fogo,objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); ,violência sexual (contra menor); violência física (Contra menor); violência institucional (contra menor); violência simbólica (Contra menor) ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/mundo/2014/01/revolta-contra-estupro.html
,6,"""Vítima brasileira é enterrada""",04/01/2014,Mundo ,"Malak Zahwe, 17 anos, brasileira vivendo no Líbano","Beirute, Líbano ",Rua ,vítima; brasileira; enterrada; explosão; carro-bomba; capital; líbano; sepultamento; comoção; familiares; amigos; brasileira; morta; atentado; cerimônia religiosa; adolescente; comunidade árabe-muçulmana; condenou; ataque; condolências; família; jovem; prefeito; solidarizou-se; parentes; menina; madrasta; faziam compras; explosão; mortos; feridos; violência; fugiram; conflito; árabes; saudade; brasil; querida; amigos; polícia libanesa; suspeito; atentado; homem-bomba; atentado; crime; xiita; sunita; assassinato ,-,violência física (contra menor); violência letal (contra menor); violência urbana (contra menor); preconceito/violência por motivação religiosa  (contra menor),http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/mundo/2014/01/vitima-brasileira-e-enterrada.html
,7,"""Guerra internacional pela posse dos filhos""  ",05/01/2014,Mundo ,"Jacy Raduan-Berger, de 33 anos. Não há informações sobre a raça da vítima   ","Baden Baden, Alemanha ", Não fica claro ,guerra; internacional; posse; filhos; viagem; férias; Alemanha; mulher; cilada; ex-marido; perde; guarda; crianças; drama familiar; mulheres brasileiras; filhos; pais estrangeiros; casamento; advogada; alemão; crise no relacionamento; separação; guarda dos filhos; justiça alemã; fugir; crianças; Brasil; tribunais; distante dos filhos; tristeza; brasileira; derrotas judiciais; organização das nações unidas; documentos; infração de direitos; ação; governo alemão; Secretaria de Direitos Humanos da Presidência da República ,hibridismo entre o discurso jornalístico e o policial/jurídico,violência simbólica; violência doméstica e intrafamiliar; violência institucional; violência moral ,http://www.impresso.diariodepernambuco.com.br/noticia/cadernos/brasil/2014/01/guerra-internacional-pela-posse-dos-filhos.html
